Ticket subject,Ticket Type,Ticket priority,Module,Product
Resigned Employee,Question,Low,Work Information,Sprout HR
"Bigbulb Design Lab, Inc: Help",Question,Low,Account Lockout,Sprout HR
"Bigbulb Design Lab, Inc: Help",Question,Low,Web Bundy,Sprout HR
Chromaesthetics Inc.(SSO): Sprout Payroll Admin User Account Deactivation,Problem,Normal,Current Payroll Information,Sprout HR
Chromaesthetics Inc.(SSO): Sprout Payroll Admin User Account Deactivation,Problem,Normal,Current Payroll Information,Sprout Payroll
Chromaesthetics Inc.(SSO): Sprout Payroll Admin User Account Deactivation,Problem,Normal,SSO,Sprout HR
Chromaesthetics Inc.(SSO): Sprout Payroll Admin User Account Deactivation,Problem,Normal,SSO,Sprout Payroll
Instacash Inquiry,Task,Normal,InstaCash: Payments,Sprout Instacash
Change Request - CRF-18689 - Spinal Care Chiropractic Inc,Task,Normal,Biometrics Device,Sprout HR
Re: InstaCash Deduction Inquiry | Wendy Ruego | Reference# 093-35-00942-8,Problem,Normal,Instacash Widget,Sprout Instacash
Re: InstaCash Deduction Inquiry | Wendy Ruego | Reference# 093-35-00942-8,Problem,Normal,InstaCash: Payments,Sprout Instacash
SSO clean up report for Nearsol,Problem,Normal,SSO,Sprout HR
SSO clean up report for Nearsol,Problem,Normal,SSO,Sprout Payroll
SSO clean up report for Nearsol,Problem,Normal,Users,Sprout HR
SSO clean up report for Nearsol,Problem,Normal,Users,Sprout Payroll
Change Request - CRF-18690 - Guevent,Task,Normal,SSO,Sprout HR
Change Request - CRF-18690 - Guevent,Task,Normal,SSO,Sprout Payroll
Change Request - CRF-18690 - Guevent,Task,Normal,Users,Sprout HR
Change Request - CRF-18690 - Guevent,Task,Normal,Users,Sprout Payroll
Can't Access Sprout Account,Problem,High,SSO,Sprout HR
Cannot Create New Employee Record,Problem,Normal,Add Employee,Sprout HR
Cannot Create New Employee Record,Problem,Normal,Employee Profile,Sprout HR
Pending Payment Sprout loan,Problem,Normal,InstaCash: Payments,Sprout Instacash
Change Request - CRF-18691 - Project Duo,Task,High,Contact Information,Sprout HR
Change Request - CRF-18691 - Project Duo,Task,High,Contact Information,Sprout Payroll
Change Request - CRF-18691 - Project Duo,Task,High,Users,Sprout HR
Change Request - CRF-18691 - Project Duo,Task,High,Users,Sprout Payroll
FCTOR: UNPAID LEAVES,Problem,Normal,Leave Application,Sprout HR
FCTOR: UNPAID LEAVES,Problem,Normal,Leave Plans and Usage,Sprout HR
FCTOR: UNPAID LEAVES,Problem,Normal,Leave Types and Policies,Sprout HR
Diamond Express (SHIFT BASED (INQUIRY),Problem,Normal,Attendance Report,Sprout HR
Diamond Express (SHIFT BASED (INQUIRY),Problem,Normal,Work Schedule,Sprout HR
Reference Code: 093-35-01811-6; Charisma Causaren; 4 periods,Task,Normal,InstaCash: Payments,Sprout Instacash
Re: Instacash concern,Problem,,InstaCash: Payments,Sprout Instacash
Change Request - CRF-18692 - Autocentral Group,Task,Normal,Activation,Sprout Mobile
Change Request - CRF-18692 - Autocentral Group,Task,Normal,Geotagging,Sprout Mobile
Sprout Instacash loan dashboard issue,Task,Normal,InstaCash: Payments,Sprout Instacash
Change Request -  - Life Strong Marketing,Task,Normal,Access Levels,Sprout HR
Change Request -  - Life Strong Marketing,Task,Normal,Attendance Today / Team Attendance Widget,Sprout HR
Change Request -  - Life Strong Marketing,Task,Normal,Employee Viewing,Sprout HR
Re: Sprout loan refresh,Problem,,Instacash Widget,Sprout Instacash
Re: Sprout loan refresh,Problem,,InstaCash: Payments,Sprout Instacash
Instacash Pending Issue,Task,Normal,InstaCash: Payments,Sprout Instacash
Sprout Access Denied,Problem,,Login,Sprout HR
Sprout Access Denied,Problem,,Web Bundy,Sprout HR
SPROUT ISSUE,Problem,Normal,Login,Sprout HR
Loan Amount,Question,Normal,Sprout Instacash: Re-Loan,Sprout Instacash
Re: Insta,Problem,,Instacash Widget,Sprout Instacash
Re: Insta,Problem,,InstaCash: Payments,Sprout Instacash
URGENT! KMC Loan Payments Not Updated - Jayson Valladolid,Task,Normal,InstaCash: Payments,Sprout Instacash
Instacash,Problem,Normal,Instacash Widget,Sprout Instacash
Instacash,Problem,Normal,InstaCash: Payments,Sprout Instacash
Instacash Payment Record,Task,Normal,InstaCash: Payments,Sprout Instacash
Sprout HR Concern,Problem,High,Login,Sprout Mobile
Log in Error,Problem,Urgent,Clock In Homepage,Sprout Mobile
Log in Error,Problem,Urgent,Downtime,Sprout Mobile
Log in Error,Problem,Urgent,Login,Sprout Mobile
Sprout App Error,Problem,Urgent,Login,Sprout Mobile
Mobile App Issue,Problem,High,Downtime,Sprout Mobile
Mobile App Issue,Problem,High,Login,Sprout Mobile
CO WELLNESS GROUP OPC- Sprout App Downtime,Problem,Urgent,Downtime,Sprout Mobile
CO WELLNESS GROUP OPC- Sprout App Downtime,Problem,Urgent,Login,Sprout Mobile
Payslips Sending to Employees,Problem,Normal,Payslip,Sprout Payroll
Unable to clock in,Problem,Urgent,Account Lockout,Sprout Mobile
Unable to clock in,Problem,Urgent,Change Password,Sprout Mobile
Unable to clock in,Problem,Urgent,Forgot Password,Sprout Mobile
Unable to clock in,Problem,Urgent,Login,Sprout Mobile
For Your Immediate Assistance: Error in Clocking In in Sprout Mobile,Problem,Urgent,Downtime,Sprout Mobile
Instacash Inquiry,Task,Normal,InstaCash: Payments,Sprout Instacash
Sprout Mobile App Server Error,Problem,Urgent,Downtime,Sprout Mobile
SONJU: UNABLE TO ACCESS MOBILE APP,Problem,Urgent,Downtime,Sprout Mobile
SONJU: UNABLE TO ACCESS MOBILE APP,Problem,Urgent,Login,Sprout Mobile
Sprout Mobile App Error,Problem,Urgent,Downtime,Sprout Mobile
Sprout Mobile App Error,Problem,Urgent,Login,Sprout Mobile
TWTCI - Sprout App Error,Problem,Urgent,Downtime,Sprout Mobile
Re: RDOT Report Discrepancy,Problem,Normal,Attendance Report,Sprout HR
Re: RDOT Report Discrepancy,Problem,Normal,Backend Policy,Sprout HR
Re: RDOT Report Discrepancy,Problem,Normal,Work Schedule,Sprout HR
SPROUT app error since last week,Problem,Urgent,Downtime,Sprout Mobile
SPROUT app error since last week,Problem,Urgent,Login,Sprout Mobile
[Urgent] All employees can�t use sprout,Problem,Urgent,Downtime,Sprout Mobile
[Urgent] All employees can�t use sprout,Problem,Urgent,Login,Sprout Mobile
Sprout error,Problem,Urgent,Downtime,Sprout Mobile
Sprout Mobile App,Problem,Urgent,Downtime,Sprout Mobile
Sprout Mobile App,Problem,Urgent,Login,Sprout Mobile
Sprout Server error,Problem,Urgent,Downtime,Sprout Mobile
KMC Masterfile 04/26/2024,Task,Normal,Employee List Report,Sprout HR
Worldgate Innovative Solutions,Problem,Normal,Downtime,Sprout Mobile
Worldgate Innovative Solutions,Problem,Normal,Login,Sprout Mobile
Web Bundy availability issue,Problem,Normal,Attendance Today / Team Attendance Widget,Sprout HR
Web Bundy availability issue,Problem,Normal,Web Bundy,Sprout HR
"Hi 

Good Day!
May I know if there�s a maintenance...",Problem,Urgent,Downtime,Sprout Mobile
Change Request - CRF-18693 - Baconnoisseur Corporation,Problem,Urgent,Downtime,Sprout Mobile
Change Request - CRF-18693 - Baconnoisseur Corporation,Problem,Urgent,Login,Sprout Mobile
error log in ( mobile apps),Problem,Urgent,Downtime,Sprout Mobile
SPROUT APP ERROR,Problem,Urgent,Login,Sprout Mobile
IMPORTANT: Sprout Mobile App Issues,Problem,Urgent,Login,Sprout Mobile
Password Reset,Problem,High,Email Notification,Sprout HR
Password Reset,Problem,High,Email Notification,Sprout Payroll
Password Reset,Problem,High,Login,Sprout HR
Password Reset,Problem,High,Login,Sprout Payroll
Password Reset,Problem,High,SSO,Sprout HR
Password Reset,Problem,High,SSO,Sprout Payroll
Sprout mobile app error,Problem,Urgent,Login,Sprout Mobile
MGI - Mobile Log-in Issue and Leave Balance Issue,Problem,Urgent,Downtime,Sprout Mobile
MGI - Mobile Log-in Issue and Leave Balance Issue,Problem,Urgent,My Requests on Mobile,Sprout Mobile
Sprout Mobile App - System Error,Problem,Urgent,Login,Sprout Mobile
11-16 Construction - Mobile - Server Error,Problem,Urgent,Downtime,Sprout Mobile
11-16 Construction - Mobile - Server Error,Problem,Urgent,Login,Sprout Mobile
Screenshot 2024-04-26 at 8.20.33_AM,Problem,Urgent,Downtime,Sprout Mobile
Sprout Apps Concern,Problem,Urgent,Downtime,Sprout Mobile
Sprout Apps Concern,Problem,Urgent,Login,Sprout Mobile
Sprout Mobile App,Problem,Urgent,Downtime,Sprout Mobile
SPROUT MOBILE APP ISSUE,Problem,Urgent,Downtime,Sprout Mobile
SPROUT MOBILE APP ISSUE,Problem,Urgent,Login,Sprout Mobile
Updated Backend Policy: At1ndahan Inc.,Task,Normal,Backend Policy,Sprout HR
Biometric malfunction,Problem,Urgent,Login,Sprout Mobile
Problem in Access of Employee Sprout Log IN - ABLEGLOBAL LOGISTICS PHILS INC.,Problem,Urgent,Downtime,Sprout Payroll
Problem in Access of Employee Sprout Log IN - ABLEGLOBAL LOGISTICS PHILS INC.,Problem,Urgent,Login,Sprout Payroll
Technical Issue using Sprout Mobile,Problem,Urgent,Downtime,Sprout Mobile
NTCP SSO activation and migration,Problem,Urgent,Login,Sprout Mobile
[Sprout HR] Urgent: System Error Affecting Sprout Login,Problem,Urgent,Downtime,Sprout Mobile
[Sprout HR] Urgent: System Error Affecting Sprout Login,Problem,Urgent,Login,Sprout Mobile
Log in error,Problem,Urgent,Downtime,Sprout Mobile
70 Mins undertime (Half Day Leave),Problem,Normal,Attendance Report,Sprout HR
70 Mins undertime (Half Day Leave),Problem,Normal,Work Schedule,Sprout HR
Re: Fw: OT Filing and Biometric/Sprout App Logs [BL20240426083026],Problem,Normal,Attendance Management,Sprout HR
Re: Fw: OT Filing and Biometric/Sprout App Logs [BL20240426083026],Problem,Normal,Attendance Report,Sprout HR
Re: Fw: OT Filing and Biometric/Sprout App Logs [BL20240426083026],Problem,Normal,Biologs,Sprout HR
Re: Fw: OT Filing and Biometric/Sprout App Logs [BL20240426083026],Problem,Normal,Overtime Application,Sprout HR
Re: Fw: OT Filing and Biometric/Sprout App Logs [BL20240426083026],Problem,Normal,Overtimes,Sprout HR
Change Request - CRF-18694 - FPS,Task,Normal,Others,Sprout HR
Can Log In thru Mobile,Problem,Urgent,Downtime,Sprout Mobile
Fwd: Sprout App Mobile not working - 04/26/2024,Problem,Urgent,Login,Sprout Mobile
GOLDENDUCK INTERNATIONAL PHILS. CORP - SPROUT MOBILE APP,Problem,Urgent,Downtime,Sprout Mobile
GOLDENDUCK INTERNATIONAL PHILS. CORP - SPROUT MOBILE APP,Problem,Urgent,Login,Sprout Mobile
MOBILE APPS ISSUE,Problem,Urgent,Login,Sprout Mobile
Mobile App inaccessible and all our employees cannot log in,Problem,Urgent,Downtime,Sprout Mobile
No Access to Company > Insight,Problem,Normal,Insight: Daily Attendance Dashboard,Sprout HR
No Access to Company > Insight,Problem,Normal,Insight: Daily Attendance Dashboard,Sprout Insight
No Access to Company > Insight,Problem,Normal,Others,Sprout HR
No Access to Company > Insight,Problem,Normal,Others,Sprout Insight
CLOCK IN AND CLOCK OUT,Problem,Urgent,Downtime,Sprout Mobile
[INQUIRY] SERVER ERROR with SPROUT APP,Problem,Urgent,Downtime,Sprout Mobile
[INQUIRY] SERVER ERROR with SPROUT APP,Problem,Urgent,Login,Sprout Mobile
DysrupIT Escalation,Problem,Urgent,Downtime,Sprout Mobile
Change Request - CRF-18695 - Quanta Paper Corporation,Problem,Urgent,Login,Sprout Mobile
Sprout HR Mobile App,Problem,Normal,Downtime,Sprout Mobile
Sprout HR Mobile App,Problem,Normal,Login,Sprout Mobile
DISPLAY IN APPROVAL CENTER,Problem,Normal,Approval Center,Sprout HR
DISPLAY IN APPROVAL CENTER,Problem,Normal,Approval Center Widget,Sprout HR
Re: Additional Rule for Eligibility for Perfect Attendance Bonus,Enhancement,Low,Certificates of Attendance,Sprout HR
Re: Additional Rule for Eligibility for Perfect Attendance Bonus,Enhancement,Low,Others,Sprout HR
Re: Additional Rule for Eligibility for Perfect Attendance Bonus,Enhancement,Low,Payroll Information,Sprout HR
Change Request - CRF-18696 - Shore360,Task,Normal,Deactivation,Sprout HR
Change Request - CRF-18696 - Shore360,Task,Normal,Deactivation,Sprout Payroll
SPROUT CONCERN: Mobile App Server Error,Problem,Normal,Downtime,Sprout Mobile
SPROUT CONCERN: Mobile App Server Error,Problem,Normal,Login,Sprout Mobile
"Re: Sprout Concern_2024 Attendance Report Discrepancy (Dalagan, Paula Xavier)",Problem,Normal,Attendance Management,Sprout HR
"Re: Sprout Concern_2024 Attendance Report Discrepancy (Dalagan, Paula Xavier)",Problem,Normal,Attendance Report,Sprout HR
"Re: Sprout Concern_2024 Attendance Report Discrepancy (Dalagan, Paula Xavier)",Problem,Normal,Backend Policy,Sprout HR
"Re: Sprout Concern_2024 Attendance Report Discrepancy (Dalagan, Paula Xavier)",Problem,Normal,Work Schedule,Sprout HR
Encountering issues with accessing the Sprout application,Problem,Urgent,Downtime,Sprout Mobile
Encountering issues with accessing the Sprout application,Problem,Urgent,Login,Sprout Mobile
[FOR YOUR IMMEDIATE ACTION] SPROUT MOBILE: SERVER ERROR,Problem,Normal,Downtime,Sprout Mobile
Help w/ New Log in,Problem,Urgent,Login,Sprout HR
Help w/ New Log in,Problem,Urgent,Login,Sprout Payroll
Help w/ New Log in,Problem,Urgent,SSO,Sprout HR
Help w/ New Log in,Problem,Urgent,SSO,Sprout Payroll
"KRM Reinsurance Brokers Phils., Inc.: Mobile App",Problem,Urgent,Login,Sprout Mobile
Change Request - CRF-18697 - NETL BPO SERVICES INC.,Problem,Urgent,Downtime,Sprout Mobile
Re-calculation of Individual Payroll,Problem,Normal,Payroll Runs,Sprout Payroll
"HC  - April 26, 2024 payroll",Problem,Normal,Attendance Management,Sprout HR
"HC  - April 26, 2024 payroll",Problem,Normal,Attendance Report,Sprout HR
"HC  - April 26, 2024 payroll",Problem,Normal,Holidays,Sprout HR
"HC  - April 26, 2024 payroll",Problem,Normal,Work Schedule,Sprout HR
"Change Request - CRF-18698 - MACROCOSMOS BEAUTY, INC.",Task,Normal,Backend Policy,Sprout HR
JOII PHILIPPINES INC. - Salary rate concern,Problem,Urgent,Login,Sprout HR
URGENT: Request for Backend Policy | Kuehne + Nagel PH,Task,High,Backend Policy,Sprout HR
DISPLAY IN APPROVAL CENTER,Problem,Normal,Approval Center Widget,Sprout HR
"ATSI- Sprout System Issue April 26, 2024",Problem,Urgent,Downtime,Sprout Mobile
"ATSI- Sprout System Issue April 26, 2024",Problem,Urgent,Login,Sprout Mobile
Re: Sprout Log in error,Problem,Urgent,Downtime,Sprout Mobile
Change Request - CRF-18699 - Sculpture Hospitality Services Philippines Inc,Task,Normal,Activation,Sprout Mobile
Change Request - CRF-18699 - Sculpture Hospitality Services Philippines Inc,Task,Normal,Geotagging,Sprout Mobile
Account Ventures Inc - Sprout Mobile App,Problem,Urgent,Downtime,Sprout Mobile
PRONET - Mobile App - Unable to access HR Mobile,Problem,Urgent,Downtime,Sprout Mobile
PRONET - Mobile App - Unable to access HR Mobile,Problem,Urgent,Login,Sprout Mobile
Re: Pre-checking SSO Migration Status- Lamudi,Task,Normal,SSO,Sprout HR
Re: Pre-checking SSO Migration Status- Lamudi,Task,Normal,SSO,Sprout Payroll
Re: Pre-checking SSO Migration Status- Lamudi,Task,Normal,Users,Sprout HR
Re: Pre-checking SSO Migration Status- Lamudi,Task,Normal,Users,Sprout Payroll
Re: SPROUT PAYROLL CONCERN,Problem,Normal,Payroll Runs,Sprout Payroll
CANNOT SAVE NEW EMPLOYEE,Problem,Normal,Add Employee,Sprout HR
CANNOT SAVE NEW EMPLOYEE,Problem,Normal,Employee Profile,Sprout HR
InstaCash Concer,Problem,Normal,Instacash Widget,Sprout Instacash
InstaCash Concer,Problem,Normal,Loans,Sprout Instacash
Change Request - CRF-18700 - HOUSE OF BRANDED LIFESTYLE INC.,Task,Normal,Backend Policy,Sprout HR
PARI List of Departments,Problem,Normal,Login,Sprout HR
PARI List of Departments,Problem,Normal,Login,Sprout Payroll
Dewey Santos Felix Ngo - Architects / Sprout Mobile Error,Problem,Urgent,Downtime,Sprout Mobile
Dewey Santos Felix Ngo - Architects / Sprout Mobile Error,Problem,Urgent,Login,Sprout Mobile
URGENT: Modifying VL | CT Link,Question,Low,Leave Types and Policies,Sprout HR
Sourcewell Global Inc. - Mismatch and Duplicates,Task,Normal,SSO,Sprout HR
Sourcewell Global Inc. - Mismatch and Duplicates,Task,Normal,SSO,Sprout Payroll
Sourcewell Global Inc. - Mismatch and Duplicates,Task,Normal,Users,Sprout HR
Sourcewell Global Inc. - Mismatch and Duplicates,Task,Normal,Users,Sprout Payroll
FW: SPROUT ERROR,Problem,Urgent,Downtime,Sprout Mobile
FW: SPROUT ERROR,Problem,Urgent,Login,Sprout Mobile
Maven - HR - Late Reflection of Logs in Sprout HR,Problem,Urgent,Downtime,Sprout Mobile
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,Others,Sprout HR
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,Others,Sprout Payroll
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,SSO,Sprout HR
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,SSO,Sprout Payroll
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,Users,Sprout HR
Toshiba Logistics (Philippines) Corporation - Mismatch and Duplicates,Task,Normal,Users,Sprout Payroll
Unpaid during Legal holidays (Optional holiday),Problem,Normal,Attendance Report,Sprout HR
Unpaid during Legal holidays (Optional holiday),Problem,Normal,Backend Policy,Sprout HR
Sprout server problem - Top Gun 747 Corp,Problem,High,Downtime,Sprout Mobile
Sprout server problem - Top Gun 747 Corp,Problem,High,Login,Sprout Mobile
Healthnow Prechecklist for SSO,Task,Normal,SSO,Sprout HR
Healthnow Prechecklist for SSO,Task,Normal,SSO,Sprout Payroll
Healthnow Prechecklist for SSO,Task,Normal,Users,Sprout HR
Healthnow Prechecklist for SSO,Task,Normal,Users,Sprout Payroll
Error on Bulk Upload,Problem,Normal,Bulk Upload: Employee Information,Sprout HR
Change Request - CRF-18701 - EG Healthcare Inc,Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
Change Request - CRF-18701 - EG Healthcare Inc,Task,Normal,Non - Support,Sprout Mobile
Re: Change Request - CRF-17759 - ENDEC,Problem,Normal,Activation,Sprout HR
